
Page,Loc #,Location,Month,Revenue,NAFI Amt,Annual Revenue,Annual NAFI,Y,X
147,1122,Surfside 401001,Oct-14,47202.9,36696.9,,,26.252528,127.697396
147,1122,Surfside 401001,Nov-14,32812.3,27311.45,,,26.252528,127.697396
147,1122,Surfside 401001,Dec-14,48366.25,39705.4,,,26.252528,127.697396
147,1122,Surfside 401001,Jan-15,34327.95,26371.4,,,26.252528,127.697396
147,1122,Surfside 401001,Feb-15,33608.3,25903.6,,,26.252528,127.697396
147,1122,Surfside 401001,Mar-15,23101.3,18481.05,,,26.252528,127.697396
147,1122,Surfside 401001,Apr-15,32258.4,25806.7,,,26.252528,127.697396
147,1122,Surfside 401001,May-15,36784.75,29427.8,,,26.252528,127.697396
147,1122,Surfside 401001,Jun-15,44022.95,35218.3,,,26.252528,127.697396
147,1122,Surfside 401001,Jul-15,19528.85,15623.1,,,26.252528,127.697396
147,1122,Surfside 401001,Aug-15,35582.4,28465.9,,,26.252528,127.697396
147,1122,Surfside 401001,Sep-15,26623.6,21298.9,414219.95,330310.5,26.252528,127.697396
147,1122,Surfside 401001,Oct-15,30923.65,24738.9,,,26.252528,127.697396
147,1122,Surfside 401001,Nov-15,19482.55,15586.0,,,26.252528,127.697396
147,1122,Surfside 401001,Dec-15,35223.45,28178.75,,,26.252528,127.697396
147,1122,Surfside 401001,Jan-16,22811.55,18249.2,,,26.252528,127.697396
147,1122,Surfside 401001,Feb-16,30317.6,24254.1,,,26.252528,127.697396
147,1122,Surfside 401001,Mar-16,48168.8,38535.05,,,26.252528,127.697396
147,1122,Surfside 401001,Apr-16,38489.75,30791.8,,,26.252528,127.697396
147,1122,Surfside 401001,May-16,45213.35,36170.7,,,26.252528,127.697396
147,1122,Surfside 401001,Jun-16,62089.2,49671.4,,,26.252528,127.697396
147,1122,Surfside 401001,Jul-16,30413.4,24330.75,,,26.252528,127.697396
147,1122,Surfside 401001,Aug-16,29006.35,23205.1,,,26.252528,127.697396
147,1122,Surfside 401001,Sep-16,33803.35,27042.7,425943.0,340754.45,26.252528,127.697396
147,1122,Surfside 401001,Oct-16,34040.3,27232.25,,,26.252528,127.697396
147,1122,Surfside 401001,Nov-16,26948.95,21559.15,,,26.252528,127.697396
147,1122,Surfside 401001,Dec-16,12814.7,10251.75,,,26.252528,127.697396
147,1122,Surfside 401001,Jan-17,19377.3,15501.85,,,26.252528,127.697396
148,1122,Surfside 401001,Feb-17,47206.8,37765.45,,,26.252528,127.697396
148,1122,Surfside 401001,Mar-17,43803.75,35043.0,,,26.252528,127.697396
148,1122,Surfside 401001,Apr-17,33544.5,26835.6,,,26.252528,127.697396
148,1122,Surfside 401001,May-17,46707.95,37366.4,,,26.252528,127.697396
148,1122,Surfside 401001,Jun-17,34075.8,27260.6,,,26.252528,127.697396
148,1122,Surfside 401001,Jul-17,23103.0,18482.4,,,26.252528,127.697396
148,1122,Surfside 401001,Aug-17,20857.5,16686.0,,,26.252528,127.697396
148,1122,Surfside 401001,Sep-17,26470.7,21176.55,368951.25,295161.0,26.252528,127.697396
148,1122,Surfside 401001,Oct-17,41944.2,33555.35,,,26.252528,127.697396
148,1122,Surfside 401001,Nov-17,33321.1,26656.9,,,26.252528,127.697396
148,1122,Surfside 401001,Dec-17,35675.3,28540.2,,,26.252528,127.697396
148,1122,Surfside 401001,Jan-18,43013.4,34410.7,,,26.252528,127.697396
148,1122,Surfside 401001,Feb-18,31622.7,25298.15,,,26.252528,127.697396
148,1122,Surfside 401001,Mar-18,39861.6,31889.3,,,26.252528,127.697396
148,1122,Surfside 401001,Apr-18,61185.7,48948.55,,,26.252528,127.697396
148,1122,Surfside 401001,May-18,54897.65,43918.1,,,26.252528,127.697396
148,1122,Surfside 401001,Jun-18,21569.9,17255.9,,,26.252528,127.697396
148,1122,Surfside 401001,Jul-18,52745.8,42196.65,,,26.252528,127.697396
148,1122,Surfside 401001,Aug-18,48873.9,39099.1,,,26.252528,127.697396
148,1122,Surfside 401001,Sep-18,25403.85,20323.05,490115.1,392091.95,26.252528,127.697396
148,1122,Surfside 401001,Oct-18,40789.1,32631.3,,,26.252528,127.697396
148,1122,Surfside 401001,Nov-18,30306.95,24245.55,,,26.252528,127.697396
148,1122,Surfside 401001,Dec-18,33570.25,26856.2,,,26.252528,127.697396
148,1122,Surfside 401001,Jan-19,29110.1,25504.1,,,26.252528,127.697396
148,1122,Surfside 401001,Feb-19,40009.25,32256.8,,,26.252528,127.697396
148,1122,Surfside 401001,Mar-19,48396.4,43267.7,,,26.252528,127.697396
148,1122,Surfside 401001,Apr-19,90161.0,72128.8,,,26.252528,127.697396
148,1122,Surfside 401001,May-19,55904.55,44723.65,,,26.252528,127.697396
148,1122,Surfside 401001,Jun-19,64334.45,44451.6,,,26.252528,127.697396
148,1122,Surfside 401001,Jul-19,28208.85,22567.1,,,26.252528,127.697396
148,1122,Surfside 401001,Aug-19,10265.95,25854.35,,,26.252528,127.697396
148,1122,Surfside 401001,Sep-19,14392.7,5732.0,485449.55,400219.15,26.252528,127.697396
148,1122,Surfside 401001,Oct-19,47597.4,26218.45,,,26.252528,127.697396
148,1122,Surfside 401001,Nov-19,25009.45,20007.55,,,26.252528,127.697396
148,1122,Surfside 401001,Dec-19,37029.4,29623.55,,,26.252528,127.697396
148,1122,Surfside 401001,Jan-20,19910.1,20881.65,,,26.252528,127.697396
148,1122,Surfside 401001,Feb-20,48342.95,35003.15,,,26.252528,127.697396
148,1122,Surfside 401001,Mar-20,60418.15,47052.1,,,26.252528,127.697396
148,1122,Surfside 401001,Apr-20,83.5,66.8,,,26.252528,127.697396
148,1122,Surfside 401001,Jun-20,17991.0,14392.8,,,26.252528,127.697396
148,1122,Surfside 401001,Jul-20,35220.7,28176.55,,,26.252528,127.697396
148,1122,Surfside 401001,Aug-20,-3416.05,5448.1,,,26.252528,127.697396
148,1122,Surfside 401001,Sep-20,80629.15,56322.35,368815.75,283193.05,26.252528,127.697396
148,1122,Surfside 401001,Oct-20,57795.9,46236.7,,,26.252528,127.697396
149,1122,Surfside 401001,Nov-20,60922.45,48738.0,,,26.252528,127.697396
149,1122,Surfside 401001,Dec-20,22387.75,24521.4,,,26.252528,127.697396
149,1122,Surfside 401001,Jan-21,18941.55,9678.35,,,26.252528,127.697396
149,1122,Surfside 401001,Feb-21,36361.2,31763.65,,,26.252528,127.697396
149,1122,Surfside 401001,Mar-21,54775.75,40009.6,,,26.252528,127.697396
149,1122,Surfside 401001,Apr-21,43537.8,34830.25,,,26.252528,127.697396
149,1122,Surfside 401001,May-21,44927.45,35941.95,,,26.252528,127.697396
149,1122,Surfside 401001,Jun-21,44718.5,35774.8,,,26.252528,127.697396
149,1122,Surfside 401001,Jul-21,31342.25,32220.35,,,26.252528,127.697396
149,1122,Surfside 401001,Aug-21,70686.2,49402.4,,,26.252528,127.697396
149,1122,Surfside 401001,Sep-21,33353.8,26683.05,519750.6,415800.5,26.252528,127.697396
149,1122,Surfside 401001,Oct-21,33990.55,27192.45,,,26.252528,127.697396
149,1122,Surfside 401001,Nov-21,24999.75,19999.8,,,26.252528,127.697396
149,1122,Surfside 401001,Dec-21,28955.15,27412.1,,,26.252528,127.697396
149,1122,Surfside 401001,Jan-22,13432.9,10176.8,,,26.252528,127.697396
149,1122,Surfside 401001,Feb-22,12705.55,14991.7,,,26.252528,127.697396
149,1122,Surfside 401001,Mar-22,55231.0,35679.05,,,26.252528,127.697396
149,1122,Surfside 401001,Apr-22,36219.5,28975.6,,,26.252528,127.697396
149,1122,Surfside 401001,May-22,19554.45,15643.55,,,26.252528,127.697396
149,1122,Surfside 401001,Jun-22,41069.3,35003.1,,,26.252528,127.697396
149,1122,Surfside 401001,Jul-22,25637.35,21117.0,,,26.252528,127.697396
149,1122,Surfside 401001,Aug-22,29578.4,20907.95,,,26.252528,127.697396
149,1122,Surfside 401001,Sep-22,29847.65,23878.1,351221.55,280977.2,26.252528,127.697396
149,1122,Surfside 401001,Oct-22,28674.0,22939.2,,,26.252528,127.697396
149,1122,Surfside 401001,Nov-22,21355.35,17084.3,,,26.252528,127.697396
149,1122,Surfside 401001,Dec-22,26704.5,22329.7,,,26.252528,127.697396
149,1122,Surfside 401001,Jan-23,14376.0,21659.85,,,26.252528,127.697396
149,1122,Surfside 401001,Feb-23,22568.55,12394.05,,,26.252528,127.697396
149,1122,Surfside 401001,Mar-23,43638.65,29446.55,,,26.252528,127.697396
149,1122,Surfside 401001,Apr-23,33285.15,26628.1,,,26.252528,127.697396
149,1122,Surfside 401001,May-23,36466.25,29173.0,,,26.252528,127.697396
149,1122,Surfside 401001,Jun-23,27940.55,23633.25,,,26.252528,127.697396
149,1122,Surfside 401001,Jul-23,30102.0,22800.8,,,26.252528,127.697396
149,1122,Surfside 401001,Aug-23,39265.85,31412.7,,,26.252528,127.697396
149,1122,Surfside 401001,Sep-23,22895.65,18953.8,347272.5,278455.3,26.252528,127.697396
150,1135,Strike Zone,Oct-13,22567.13,16277.05,,,34.145,132.24417
150,1135,Strike Zone,Nov-13,24109.7,21549.75,,,34.145,132.24417
150,1135,Strike Zone,Dec-13,25795.5,21253.85,,,34.145,132.24417
150,1135,Strike Zone,Jan-14,41605.9,28531.0,,,34.145,132.24417
150,1135,Strike Zone,Feb-14,25074.25,18782.4,,,34.145,132.24417
150,1135,Strike Zone,Mar-14,40740.15,32592.1,,,34.145,132.24417
150,1135,Strike Zone,Apr-14,35905.9,28724.75,,,34.145,132.24417
150,1135,Strike Zone,May-14,18968.85,15175.05,,,34.145,132.24417
150,1135,Strike Zone,Jun-14,16929.6,13543.7,,,34.145,132.24417
150,1135,Strike Zone,Jul-14,22111.0,17688.8,,,34.145,132.24417
150,1135,Strike Zone,Aug-14,12150.0,12760.4,,,34.145,132.24417
150,1135,Strike Zone,Sep-14,16523.35,10178.3,302481.33,237057.15,34.145,132.24417
150,1135,Strike Zone,Oct-14,30050.0,24040.0,,,34.145,132.24417
150,1135,Strike Zone,Nov-14,8875.35,7100.3,,,34.145,132.24417
150,1135,Strike Zone,Dec-14,22427.7,17942.15,,,34.145,132.24417
150,1135,Strike Zone,Jan-15,1677.75,1342.2,,,34.145,132.24417
150,1135,Strike Zone,Feb-15,13411.5,10729.2,,,34.145,132.24417
150,1135,Strike Zone,Mar-15,19429.75,15543.8,,,34.145,132.24417
150,1135,Strike Zone,Apr-15,11892.2,9513.75,,,34.145,132.24417
150,1135,Strike Zone,May-15,10652.6,8522.1,,,34.145,132.24417
150,1135,Strike Zone,Jun-15,12589.55,10071.6,,,34.145,132.24417
150,1135,Strike Zone,Jul-15,12819.65,10255.7,,,34.145,132.24417
150,1135,Strike Zone,Aug-15,9433.0,7546.4,,,34.145,132.24417
150,1135,Strike Zone,Sep-15,12311.0,9848.8,165570.05,132456.0,34.145,132.24417
150,1135,Strike Zone,Oct-15,13176.95,10541.55,,,34.145,132.24417
150,1135,Strike Zone,Nov-15,11547.2,9237.75,,,34.145,132.24417
150,1135,Strike Zone,Dec-15,1752.05,1401.65,,,34.145,132.24417
150,1135,Strike Zone,Jan-16,17194.5,13755.6,,,34.145,132.24417
150,1135,Strike Zone,Feb-16,10600.9,8480.7,,,34.145,132.24417
150,1135,Strike Zone,Mar-16,11029.9,8823.9,,,34.145,132.24417
150,1135,Strike Zone,Apr-16,17953.8,14363.05,,,34.145,132.24417
150,1135,Strike Zone,May-16,20960.5,16768.4,,,34.145,132.24417
150,1135,Strike Zone,Jun-16,12902.25,10321.8,,,34.145,132.24417
150,1135,Strike Zone,Jul-16,15854.0,12683.2,,,34.145,132.24417
150,1135,Strike Zone,Aug-16,21427.4,17141.9,,,34.145,132.24417
150,1135,Strike Zone,Sep-16,3573.7,2858.95,157973.15,126378.45,34.145,132.24417
150,1135,Strike Zone,Oct-16,17403.25,13922.6,,,34.145,132.24417
150,1135,Strike Zone,Nov-16,13937.8,11150.25,,,34.145,132.24417
150,1135,Strike Zone,Dec-16,10339.5,8271.6,,,34.145,132.24417
150,1135,Strike Zone,Jan-17,18423.0,14738.4,,,34.145,132.24417
150,1135,Strike Zone,Feb-17,15892.0,12713.6,,,34.145,132.24417
151,1135,Strike Zone,Mar-17,12404.45,9923.55,,,34.145,132.24417
151,1135,Strike Zone,Apr-17,8975.45,7180.35,,,34.145,132.24417
151,1135,Strike Zone,May-17,6725.2,5380.15,,,34.145,132.24417
151,1135,Strike Zone,Jun-17,9953.0,7962.4,,,34.145,132.24417
151,1135,Strike Zone,Jul-17,5463.0,4370.4,,,34.145,132.24417
151,1135,Strike Zone,Aug-17,11651.7,9321.35,,,34.145,132.24417
151,1135,Strike Zone,Sep-17,13891.0,11112.8,145059.35,116047.45,34.145,132.24417
151,1135,Strike Zone,Oct-17,10807.2,8645.75,,,34.145,132.24417
151,1135,Strike Zone,Nov-17,16415.6,13132.5,,,34.145,132.24417
151,1135,Strike Zone,Dec-17,11047.0,8837.6,,,34.145,132.24417
151,1135,Strike Zone,Sep-18,38269.8,30615.85,,,34.145,132.24417
151,1137,Iwakuni Club 401201,Oct-13,162785.03,130368.65,,,34.145,132.24417
151,1137,Iwakuni Club 401201,Nov-13,107500.55,86000.45,,,34.145,132.24417
151,1137,Iwakuni Club 401201,Dec-13,138437.85,110750.3,,,34.145,132.24417
151,1137,Iwakuni Club 401201,Jan-14,121068.19,98908.6,,,34.145,132.24417
151,1137,Iwakuni Club 401201,Feb-14,124682.47,102814.2,,,34.145,132.24417
151,1137,Iwakuni Club 401201,Mar-14,145526.01,116178.25,,,34.145,132.24417
151,1137,Iwakuni Club 401201,Apr-14,166858.54,134533.2,,,34.145,132.24417
151,1137,Iwakuni Club 401201,May-14,87297.76,72912.45,,,34.145,132.24417
151,1137,Iwakuni Club 401201,Jun-14,117883.5,90268.8,,,34.145,132.24417
151,1137,Iwakuni Club 401201,Jul-14,136441.74,111723.5,,,34.145,132.24417
151,1137,Iwakuni Club 401201,Aug-14,89236.98,75748.65,,,34.145,132.24417
151,1137,Iwakuni Club 401201,Sep-14,137049.92,104641.15,1534768.54,1234848.2,34.145,132.24417
151,1137,Iwakuni Club 401201,Oct-14,103329.8,81456.25,,,34.145,132.24417
151,1137,Iwakuni Club 401201,Nov-14,105130.34,97051.35,,,34.145,132.24417
151,1137,Iwakuni Club 401201,Dec-14,131308.53,95690.5,,,34.145,132.24417
151,1137,Iwakuni Club 401201,Jan-15,115348.56,93591.25,,,34.145,132.24417
151,1137,Iwakuni Club 401201,Feb-15,123291.21,94949.5,,,34.145,132.24417
151,1137,Iwakuni Club 401201,Mar-15,199341.58,158973.25,,,34.145,132.24417
151,1137,Iwakuni Club 401201,Apr-15,139810.38,110128.05,,,34.145,132.24417
151,1137,Iwakuni Club 401201,May-15,129751.01,108594.2,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Jun-15,122027.53,91425.4,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Jul-15,97724.08,88651.35,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Aug-15,75753.25,59171.85,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Sep-15,126509.99,91717.0,1469326.26,1171399.95,34.145,132.24417
152,1137,Iwakuni Club 401201,Oct-15,95502.08,81199.25,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Nov-15,101188.64,75218.55,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Dec-15,98564.1,80447.85,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Jan-16,73334.77,60479.45,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Feb-16,104632.55,88411.35,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Mar-16,124179.62,91119.0,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Apr-16,70726.86,60486.6,,,34.145,132.24417
152,1137,Iwakuni Club 401201,May-16,120948.51,93635.35,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Jun-16,94994.33,78968.25,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Jul-16,106500.49,86105.75,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Aug-16,139487.75,105323.8,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Sep-16,88526.37,74470.2,1218586.07,975865.4,34.145,132.24417
152,1137,Iwakuni Club 401201,Oct-16,109594.67,85606.9,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Nov-16,116250.22,94385.15,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Dec-16,112420.22,93448.75,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Jan-17,116128.04,89411.8,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Feb-17,114986.9,92794.1,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Mar-17,102194.14,80299.5,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Apr-17,99713.27,84750.25,,,34.145,132.24417
152,1137,Iwakuni Club 401201,May-17,148767.75,114330.4,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Jun-17,82590.0,95839.75,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Jul-17,71942.25,48318.7,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Aug-17,137153.45,90100.9,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Sep-17,56988.7,73123.7,1268729.61,1042409.9,34.145,132.24417
152,1137,Iwakuni Club 401201,Oct-17,130568.8,74050.2,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Nov-17,116178.25,97912.0,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Dec-17,146151.1,118424.55,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Jan-18,155465.55,118939.7,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Feb-18,113188.35,90486.7,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Mar-18,86744.4,89864.05,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Apr-18,110305.81,81443.35,,,34.145,132.24417
152,1137,Iwakuni Club 401201,May-18,174313.39,143503.4,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Jun-18,136020.15,97074.3,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Jul-18,125700.9,93606.1,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Aug-18,98242.71,92380.3,,,34.145,132.24417
152,1137,Iwakuni Club 401201,Sep-18,125663.69,88896.45,1518543.1,1186581.1,34.145,132.24417
152,1137,Iwakuni Club 401201,Oct-18,122128.7,100705.3,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Nov-18,112527.5,89582.85,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Dec-18,98224.85,83259.5,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Jan-19,194491.55,148680.6,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Feb-19,143934.0,116070.05,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Mar-19,94926.19,103923.05,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Apr-19,201892.8,161514.2,,,34.145,132.24417
153,1137,Iwakuni Club 401201,May-19,125494.32,110903.6,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Jun-19,121917.89,68135.3,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Jul-19,164769.35,119319.6,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Aug-19,129853.05,104846.4,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Sep-19,93242.75,79071.95,1603402.95,1286012.4,34.145,132.24417
153,1137,Iwakuni Club 401201,Oct-19,142923.25,108896.85,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Nov-19,69880.7,70048.95,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Dec-19,151947.7,107413.75,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Jan-20,85977.76,81271.8,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Feb-20,98912.44,82660.5,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Mar-20,127372.5,85877.85,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Apr-20,-837.65,-670.1,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Jun-20,69306.3,55445.05,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Jul-20,57796.25,55217.85,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Aug-20,99897.8,85419.95,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Sep-20,99862.1,65407.2,1003039.15,796989.65,34.145,132.24417
153,1137,Iwakuni Club 401201,Oct-20,40986.45,40639.3,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Nov-20,52541.0,36564.75,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Dec-20,49955.1,37582.05,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Jan-21,40480.75,56141.0,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Feb-21,94726.85,56921.35,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Mar-21,61124.05,44003.0,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Apr-21,129604.8,109949.3,,,34.145,132.24417
153,1137,Iwakuni Club 401201,May-21,56221.75,42344.9,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Jun-21,123158.65,96471.7,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Jul-21,67337.05,61067.1,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Aug-21,110913.1,79955.2,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Sep-21,90951.6,72761.3,918001.15,734400.95,34.145,132.24417
153,1137,Iwakuni Club 401201,Oct-21,52923.9,47480.55,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Nov-21,114338.7,86329.55,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Dec-21,45532.5,40815.5,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Jan-22,38057.05,40780.15,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Feb-22,45246.95,37090.85,,,34.145,132.24417
153,1137,Iwakuni Club 401201,Mar-22,92686.6,62353.9,,,34.145,132.24417
154,1137,Iwakuni Club 401201,Apr-22,55988.7,53106.05,,,34.145,132.24417
154,1137,Iwakuni Club 401201,May-22,111580.45,77127.4,,,34.145,132.24417
154,1137,Iwakuni Club 401201,Jun-22,49622.6,48239.65,,,34.145,132.24417
154,1137,Iwakuni Club 401201,Jul-22,110401.65,86263.25,,,34.145,132.24417
154,1137,Iwakuni Club 401201,Aug-22,65519.65,50133.0,,,34.145,132.24417
154,1137,Iwakuni Club 401201,Sep-22,5670.85,3382.7,787569.6,633102.55,34.145,132.24417
154,1137,Iwakuni Club 401201,Oct-22,50271.95,37170.8,,,34.145,132.24417
154,1137,Iwakuni Club 401201,Nov-22,63376.9,50701.5,,,34.145,132.24417
154,1137,Iwakuni Club 401201,Dec-22,37023.0,29618.4,,,34.145,132.24417
154,1137,Iwakuni Club 401201,Jan-23,51362.6,41090.05,,,34.145,132.24417
154,1137,Iwakuni Club 401201,Feb-23,107977.55,86382.05,,,34.145,132.24417
154,1137,Iwakuni Club 401201,Mar-23,56051.2,52657.1,,,34.145,132.24417
154,1137,Iwakuni Club 401201,Apr-23,41019.05,38175.5,,,34.145,132.24417
154,1137,Iwakuni Club 401201,May-23,145917.55,103557.65,,,34.145,132.24417
154,1137,Iwakuni Club 401201,Jun-23,78270.75,73877.4,,,34.145,132.24417
154,1137,Iwakuni Club 401201,Jul-23,151994.8,110335.05,,,34.145,132.24417
154,1137,Iwakuni Club 401201,Aug-23,8064.7,6451.75,,,34.145,132.24417
154,1137,Iwakuni Club 401201,Sep-23,-18655.83,630017.25,,,34.145,132.24417
154,3164,Torii Pines TLF 401201,Oct-17,,,,,26.379192,127.736694
154,3164,Torii Pines TLF 401201,Nov-17,,,,,26.379192,127.736694
154,3164,Torii Pines TLF 401201,Dec-17,19358.1,15486.5,,,26.379192,127.736694
154,3164,Torii Pines TLF 401201,Jan-18,33264.5,26611.6,,,26.379192,127.736694
154,3164,Torii Pines TLF 401201,Feb-18,34689.05,27751.25,,,26.379192,127.736694
154,3164,Torii Pines TLF 401201,Mar-18,34028.2,27222.55,,,26.379192,127.736694
154,3164,Torii Pines TLF 401201,Apr-18,31878.85,25503.05,,,26.379192,127.736694
154,3164,Torii Pines TLF 401201,May-18,62869.8,50295.85,,,26.379192,127.736694
154,3164,Torii Pines TLF 401201,Jun-18,44448.4,35558.7,,,26.379192,127.736694
154,3164,Torii Pines TLF 401201,Jul-18,40124.8,32099.85,,,26.379192,127.736694
154,3164,Torii Pines TLF 401201,Aug-18,52348.35,41878.7,,,26.379192,127.736694
154,3164,Torii Pines TLF 401201,Sep-18,46449.8,37159.85,399459.85,319567.9,26.379192,127.736694
154,3164,Torii Pines TLF 401201,Oct-18,79128.1,63302.5,,,26.379192,127.736694
154,3164,Torii Pines TLF 401201,Nov-18,67768.8,54215.05,,,26.379192,127.736694
154,3164,Torii Pines TLF 401201,Dec-18,79773.2,63818.55,,,26.379192,127.736694
154,3164,Torii Pines TLF 401201,Jan-19,37408.3,34770.8,,,26.379192,127.736694
154,3164,Torii Pines TLF 401201,Feb-19,94838.1,77144.7,,,26.379192,127.736694
154,3164,Torii Pines TLF 401201,Mar-19,65360.0,53502.15,,,26.379192,127.736694
154,3164,Torii Pines TLF 401201,Apr-19,72400.6,58892.5,,,26.379192,127.736694
154,3164,Torii Pines TLF 401201,May-19,142320.22,125106.75,,,26.379192,127.736694
154,3164,Torii Pines TLF 401201,Jun-19,133651.93,88950.5,,,26.379192,127.736694
155,3164,Torii Pines TLF 401201,Jul-19,99635.25,78124.15,,,26.379192,127.736694
155,3164,Torii Pines TLF 401201,Aug-19,81067.5,72609.5,,,26.379192,127.736694
155,3164,Torii Pines TLF 401201,Sep-19,41127.0,30595.3,994479.0,801032.45,26.379192,127.736694
155,3164,Torii Pines TLF 401201,Oct-19,95726.9,71132.35,,,26.379192,127.736694
155,3164,Torii Pines TLF 401201,Nov-19,79072.15,85467.8,,,26.379192,127.736694
155,3164,Torii Pines TLF 401201,Dec-19,130833.15,98236.5,,,26.379192,127.736694
155,3164,Torii Pines TLF 401201,Jan-20,101846.62,72515.95,,,26.379192,127.736694
155,3164,Torii Pines TLF 401201,Feb-20,108586.18,86799.9,,,26.379192,127.736694
155,3164,Torii Pines TLF 401201,Mar-20,68866.5,67845.55,,,26.379192,127.736694
155,3164,Torii Pines TLF 401201,Apr-20,29567.95,4152.35,,,26.379192,127.736694
155,3164,Torii Pines TLF 401201,Jun-20,72604.1,58083.3,,,26.379192,127.736694
155,3164,Torii Pines TLF 401201,Jul-20,71432.4,58206.65,,,26.379192,127.736694
155,3164,Torii Pines TLF 401201,Aug-20,53074.95,53893.75,,,26.379192,127.736694
155,3164,Torii Pines TLF 401201,Sep-20,99670.1,67241.6,911281.0,723575.7,26.379192,127.736694
155,3164,Torii Pines TLF 401201,Oct-20,76074.7,63976.35,,,26.379192,127.736694
155,3164,Torii Pines TLF 401201,Nov-20,95326.45,89219.9,,,26.379192,127.736694
155,3164,Torii Pines TLF 401201,Dec-20,105330.75,69252.6,,,26.379192,127.736694
155,3164,Torii Pines TLF 401201,Jan-21,73987.95,60373.75,,,26.379192,127.736694
155,3164,Torii Pines TLF 401201,Feb-21,86903.9,76758.8,,,26.379192,127.736694
155,3164,Torii Pines TLF 401201,Mar-21,113435.05,81265.5,,,26.379192,127.736694
155,3164,Torii Pines TLF 401201,Apr-21,71233.9,63927.6,,,26.379192,127.736694
155,3164,Torii Pines TLF 401201,May-21,111358.75,101366.4,,,26.379192,127.736694
155,3164,Torii Pines TLF 401201,Jun-21,155681.6,105325.35,,,26.379192,127.736694
155,3164,Torii Pines TLF 401201,Jul-21,88769.45,83951.1,,,26.379192,127.736694
155,3164,Torii Pines TLF 401201,Aug-21,67586.05,58061.1,,,26.379192,127.736694
