Service,Category,Region,Base,Location,Month,Year,Amount,Base_clean,Base_core,Base_core_matched,Base_lat,Base_lon
Navy,Revenue,Japan,Yokosuka Navy,Club Alliance,May,2022,161010,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Club Alliance,June,2022,173732,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Club Alliance,July,2022,123731,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Club Alliance,August,2022,94949,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Club Alliance,September,2022,82540,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,CPO Club,October,2021,21100,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,CPO Club,November,2021,64364,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,CPO Club,December,2021,46343,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,CPO Club,January,2022,23173,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,CPO Club,February,2022,45361,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,CPO Club,March,2022,48343,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,CPO Club,April,2022,36562,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,CPO Club,May,2022,37248,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,CPO Club,June,2022,12452,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,CPO Club,July,2022,23808,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,CPO Club,August,2022,27410,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,CPO Club,September,2022,26205,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Takemiya Club,October,2021,5656,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Takemiya Club,November,2021,25293,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Takemiya Club,December,2021,5129,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Takemiya Club,January,2022,7241,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Takemiya Club,February,2022,3900,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Takemiya Club,March,2022,6549,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Takemiya Club,April,2022,6285,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Takemiya Club,May,2022,8541,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Takemiya Club,June,2022,10671,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Takemiya Club,July,2022,0,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Takemiya Club,August,2022,1250,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Takemiya Club,September,2022,2528,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Officers Club,October,2021,20695,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Officers Club,November,2021,31018,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Officers Club,December,2021,41000,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Officers Club,January,2022,10712,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Officers Club,February,2022,751,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Officers Club,March,2022,4528,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Officers Club,April,2022,20075,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Officers Club,May,2022,25882,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Officers Club,June,2022,29447,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Officers Club,July,2022,16802,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Officers Club,August,2022,9463,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Officers Club,September,2022,39470,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Seaside Club,October,2021,190248,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Seaside Club,November,2021,190120,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Seaside Club,December,2021,145564,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Seaside Club,January,2022,179808,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Seaside Club,February,2022,209050,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Seaside Club,March,2022,266748,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Seaside Club,April,2022,264935,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Seaside Club,May,2022,225062,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Seaside Club,June,2022,103817,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Seaside Club,July,2022,156751,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Seaside Club,August,2022,193298,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Yokosuka Navy,Seaside Club,September,2022,191985,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Revenue,Japan,Singapore Navy,Terror Club,October,2021,0,singapore,singapore,,1.463,103.83325
Navy,Revenue,Japan,Singapore Navy,Terror Club,November,2021,0,singapore,singapore,,1.463,103.83325
Navy,Revenue,Japan,Singapore Navy,Terror Club,December,2021,0,singapore,singapore,,1.463,103.83325
Navy,Revenue,Japan,Singapore Navy,Terror Club,January,2022,0,singapore,singapore,,1.463,103.83325
Navy,Revenue,Japan,Singapore Navy,Terror Club,February,2022,0,singapore,singapore,,1.463,103.83325
Navy,Revenue,Japan,Singapore Navy,Terror Club,March,2022,0,singapore,singapore,,1.463,103.83325
Navy,Revenue,Japan,Singapore Navy,Terror Club,April,2022,0,singapore,singapore,,1.463,103.83325
Navy,Revenue,Japan,Singapore Navy,Terror Club,May,2022,43555,singapore,singapore,,1.463,103.83325
Navy,Revenue,Japan,Singapore Navy,Terror Club,June,2022,6533,singapore,singapore,,1.463,103.83325
Navy,Revenue,Japan,Singapore Navy,Terror Club,July,2022,6844,singapore,singapore,,1.463,103.83325
Navy,Revenue,Japan,Singapore Navy,Terror Club,August,2022,214,singapore,singapore,,1.463,103.83325
Navy,Revenue,Japan,Singapore Navy,Terror Club,September,2022,2485,singapore,singapore,,1.463,103.83325
Navy,Revenue,Japan,Sanno Hotel Navy,Sanno Hotel,October,2021,93131,sanno hotel,sanno,,35.64719,139.72482
Navy,Revenue,Japan,Sanno Hotel Navy,Sanno Hotel,November,2021,104925,sanno hotel,sanno,,35.64719,139.72482
Navy,Revenue,Japan,Sanno Hotel Navy,Sanno Hotel,December,2021,89115,sanno hotel,sanno,,35.64719,139.72482
Navy,Revenue,Japan,Sanno Hotel Navy,Sanno Hotel,January,2022,62810,sanno hotel,sanno,,35.64719,139.72482
Navy,Revenue,Japan,Sanno Hotel Navy,Sanno Hotel,February,2022,27221,sanno hotel,sanno,,35.64719,139.72482
Navy,Revenue,Japan,Sanno Hotel Navy,Sanno Hotel,March,2022,55140,sanno hotel,sanno,,35.64719,139.72482
Navy,Revenue,Japan,Sanno Hotel Navy,Sanno Hotel,April,2022,103236,sanno hotel,sanno,,35.64719,139.72482
Navy,Revenue,Japan,Sanno Hotel Navy,Sanno Hotel,May,2022,113765,sanno hotel,sanno,,35.64719,139.72482
Navy,Revenue,Japan,Sanno Hotel Navy,Sanno Hotel,June,2022,67008,sanno hotel,sanno,,35.64719,139.72482
Navy,Revenue,Japan,Sanno Hotel Navy,Sanno Hotel,July,2022,41751,sanno hotel,sanno,,35.64719,139.72482
Navy,Revenue,Japan,Sanno Hotel Navy,Sanno Hotel,August,2022,111510,sanno hotel,sanno,,35.64719,139.72482
Navy,Revenue,Japan,Sanno Hotel Navy,Sanno Hotel,September,2022,102051,sanno hotel,sanno,,35.64719,139.72482
Navy,Revenue,Japan,Atsugi Navy,Corner Pocket,October,2021,18174,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Revenue,Japan,Atsugi Navy,Corner Pocket,November,2021,-371,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Revenue,Japan,Atsugi Navy,Corner Pocket,December,2021,28011,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Revenue,Japan,Atsugi Navy,Corner Pocket,January,2022,13570,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Revenue,Japan,Atsugi Navy,Corner Pocket,February,2022,30588,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Revenue,Japan,Atsugi Navy,Corner Pocket,March,2022,8910,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Revenue,Japan,Atsugi Navy,Corner Pocket,April,2022,10904,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Revenue,Japan,Atsugi Navy,Corner Pocket,May,2022,4801,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Revenue,Japan,Atsugi Navy,Corner Pocket,June,2022,31299,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Revenue,Japan,Atsugi Navy,Corner Pocket,July,2022,7474,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Revenue,Japan,Atsugi Navy,Corner Pocket,August,2022,13116,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Revenue,Japan,Atsugi Navy,Corner Pocket,September,2022,23167,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Revenue,Japan,Atsugi Navy,Club Trilogy,October,2021,59431,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Revenue,Japan,Atsugi Navy,Club Trilogy,November,2021,13912,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Revenue,Japan,Atsugi Navy,Club Trilogy,December,2021,145849,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Revenue,Japan,Atsugi Navy,Club Trilogy,January,2022,67829,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Revenue,Japan,Atsugi Navy,Club Trilogy,February,2022,28481,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Revenue,Japan,Atsugi Navy,Club Trilogy,March,2022,136723,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Revenue,Japan,Atsugi Navy,Club Trilogy,April,2022,76989,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Revenue,Japan,Atsugi Navy,Club Trilogy,May,2022,66143,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Revenue,Japan,Atsugi Navy,Club Trilogy,June,2022,74275,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Revenue,Japan,Atsugi Navy,Club Trilogy,July,2022,56632,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Revenue,Japan,Atsugi Navy,Club Trilogy,August,2022,69810,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Revenue,Japan,Atsugi Navy,Club Trilogy,September,2022,98396,atsugi,atsugi,atsugi,35.443082,139.36249
Army,Reimbursement,Korea,Camp Humphreys,Cave NAFI,October,2021,46607,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Cave NAFI,November,2021,45233,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Cave NAFI,December,2021,50993,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Cave NAFI,January,2022,33364,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Cave NAFI,February,2022,47927,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Cave NAFI,March,2022,52676,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Cave NAFI,April,2022,30843,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Cave NAFI,May,2022,52468,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Cave NAFI,June,2022,61873,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Cave NAFI,July,2022,39117,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Cave NAFI,August,2022,44198,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Cave NAFI,September,2022,48575,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Flighline Tap Room NAFI,October,2021,9030,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Flighline Tap Room NAFI,November,2021,4693,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Flighline Tap Room NAFI,December,2021,11120,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Flighline Tap Room NAFI,January,2022,9089,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Flighline Tap Room NAFI,February,2022,0,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Flighline Tap Room NAFI,March,2022,1379,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Flighline Tap Room NAFI,April,2022,13862,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Flighline Tap Room NAFI,May,2022,6794,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Flighline Tap Room NAFI,June,2022,5645,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Flighline Tap Room NAFI,July,2022,10022,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Flighline Tap Room NAFI,August,2022,7260,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Flighline Tap Room NAFI,September,2022,6667,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Morning Calm NAFI,October,2021,141568,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Morning Calm NAFI,November,2021,130845,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Morning Calm NAFI,December,2021,103764,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Morning Calm NAFI,January,2022,98941,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Morning Calm NAFI,February,2022,120968,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Morning Calm NAFI,March,2022,137479,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Morning Calm NAFI,April,2022,154670,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Morning Calm NAFI,May,2022,157176,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Morning Calm NAFI,June,2022,96722,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Morning Calm NAFI,July,2022,118976,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Morning Calm NAFI,August,2022,124861,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Morning Calm NAFI,September,2022,170973,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Humphreys B/C NAFI,October,2021,6132,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Humphreys B/C NAFI,November,2021,6263,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Humphreys B/C NAFI,December,2021,5001,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Humphreys B/C NAFI,January,2022,2493,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Humphreys B/C NAFI,February,2022,5742,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Humphreys B/C NAFI,March,2022,8193,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Humphreys B/C NAFI,April,2022,6928,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Humphreys B/C NAFI,May,2022,4494,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Humphreys B/C NAFI,June,2022,6020,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Humphreys B/C NAFI,July,2022,1644,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Humphreys B/C NAFI,August,2022,7810,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Camp Humphreys,Humphreys B/C NAFI,September,2022,4086,camp humphreys,humphreys,,36.96683,127.01315
Army,Reimbursement,Korea,Seoul,K-16 Community Club NAFI,October,2021,3485,seoul,seoul,seoul,37.566535,126.97797
Army,Reimbursement,Korea,Seoul,K-16 Community Club NAFI,November,2021,1296,seoul,seoul,seoul,37.566535,126.97797
Army,Reimbursement,Korea,Seoul,K-16 Community Club NAFI,December,2021,476,seoul,seoul,seoul,37.566535,126.97797
Army,Reimbursement,Korea,Seoul,K-16 Community Club NAFI,January,2022,1366,seoul,seoul,seoul,37.566535,126.97797
Army,Reimbursement,Korea,Seoul,K-16 Community Club NAFI,February,2022,802,seoul,seoul,seoul,37.566535,126.97797
Army,Reimbursement,Korea,Seoul,K-16 Community Club NAFI,March,2022,2685,seoul,seoul,seoul,37.566535,126.97797
Army,Reimbursement,Korea,Seoul,K-16 Community Club NAFI,April,2022,2304,seoul,seoul,seoul,37.566535,126.97797
Army,Reimbursement,Korea,Seoul,K-16 Community Club NAFI,May,2022,4015,seoul,seoul,seoul,37.566535,126.97797
Army,Reimbursement,Korea,Seoul,K-16 Community Club NAFI,June,2022,6704,seoul,seoul,seoul,37.566535,126.97797
Army,Reimbursement,Korea,Seoul,K-16 Community Club NAFI,July,2022,925,seoul,seoul,seoul,37.566535,126.97797
Army,Reimbursement,Korea,Seoul,K-16 Community Club NAFI,August,2022,1638,seoul,seoul,seoul,37.566535,126.97797
Army,Reimbursement,Korea,Seoul,K-16 Community Club NAFI,September,2022,5974,seoul,seoul,seoul,37.566535,126.97797
Army,Reimbursement,Korea,AFRC Dragon Hill Lodge,Dragon Hill Lodge NAFI,October,2021,45637,afrc dragon hill lodge,afrc dragon hill,,37.53176,126.9813
Army,Reimbursement,Korea,AFRC Dragon Hill Lodge,Dragon Hill Lodge NAFI,November,2021,68174,afrc dragon hill lodge,afrc dragon hill,,37.53176,126.9813
Army,Reimbursement,Korea,AFRC Dragon Hill Lodge,Dragon Hill Lodge NAFI,December,2021,52710,afrc dragon hill lodge,afrc dragon hill,,37.53176,126.9813
Army,Reimbursement,Korea,AFRC Dragon Hill Lodge,Dragon Hill Lodge NAFI,January,2022,56787,afrc dragon hill lodge,afrc dragon hill,,37.53176,126.9813
Army,Reimbursement,Korea,AFRC Dragon Hill Lodge,Dragon Hill Lodge NAFI,February,2022,63333,afrc dragon hill lodge,afrc dragon hill,,37.53176,126.9813
Army,Reimbursement,Korea,AFRC Dragon Hill Lodge,Dragon Hill Lodge NAFI,March,2022,99718,afrc dragon hill lodge,afrc dragon hill,,37.53176,126.9813
Army,Reimbursement,Korea,AFRC Dragon Hill Lodge,Dragon Hill Lodge NAFI,April,2022,35968,afrc dragon hill lodge,afrc dragon hill,,37.53176,126.9813
Army,Reimbursement,Korea,AFRC Dragon Hill Lodge,Dragon Hill Lodge NAFI,May,2022,89800,afrc dragon hill lodge,afrc dragon hill,,37.53176,126.9813
Army,Reimbursement,Korea,AFRC Dragon Hill Lodge,Dragon Hill Lodge NAFI,June,2022,77349,afrc dragon hill lodge,afrc dragon hill,,37.53176,126.9813
Army,Reimbursement,Korea,AFRC Dragon Hill Lodge,Dragon Hill Lodge NAFI,July,2022,74206,afrc dragon hill lodge,afrc dragon hill,,37.53176,126.9813
Army,Reimbursement,Korea,AFRC Dragon Hill Lodge,Dragon Hill Lodge NAFI,August,2022,84370,afrc dragon hill lodge,afrc dragon hill,,37.53176,126.9813
Army,Reimbursement,Korea,AFRC Dragon Hill Lodge,Dragon Hill Lodge NAFI,September,2022,85199,afrc dragon hill lodge,afrc dragon hill,,37.53176,126.9813
Army,Reimbursement,Korea,Daegu,El Guerrero NAFI,October,2021,20435,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,El Guerrero NAFI,November,2021,9131,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,El Guerrero NAFI,December,2021,11791,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,El Guerrero NAFI,January,2022,8703,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,El Guerrero NAFI,February,2022,7311,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,El Guerrero NAFI,March,2022,8931,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,El Guerrero NAFI,April,2022,14062,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,El Guerrero NAFI,May,2022,17466,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,El Guerrero NAFI,June,2022,13073,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,El Guerrero NAFI,July,2022,1204,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,El Guerrero NAFI,August,2022,9191,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,El Guerrero NAFI,September,2022,9954,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,State's Grill NAFI,October,2021,4667,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,State's Grill NAFI,November,2021,7402,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,State's Grill NAFI,December,2021,7082,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,State's Grill NAFI,January,2022,2363,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,State's Grill NAFI,February,2022,2869,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,State's Grill NAFI,March,2022,6538,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,State's Grill NAFI,April,2022,0,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,State's Grill NAFI,May,2022,5131,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,State's Grill NAFI,June,2022,361,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,State's Grill NAFI,July,2022,594,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,State's Grill NAFI,August,2022,1700,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,State's Grill NAFI,September,2022,2382,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,La Cantina El Guerrero NAFI,October,2021,0,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,La Cantina El Guerrero NAFI,November,2021,17858,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,La Cantina El Guerrero NAFI,December,2021,15459,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,La Cantina El Guerrero NAFI,January,2022,12201,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,La Cantina El Guerrero NAFI,February,2022,8963,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,La Cantina El Guerrero NAFI,March,2022,16522,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,La Cantina El Guerrero NAFI,April,2022,6790,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,La Cantina El Guerrero NAFI,May,2022,20099,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,La Cantina El Guerrero NAFI,June,2022,14014,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,La Cantina El Guerrero NAFI,July,2022,12514,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,La Cantina El Guerrero NAFI,August,2022,7655,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,La Cantina El Guerrero NAFI,September,2022,13894,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,Hilltop NAFI,October,2021,15155,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,Hilltop NAFI,November,2021,9100,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,Hilltop NAFI,December,2021,15427,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,Hilltop NAFI,January,2022,13352,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,Hilltop NAFI,February,2022,15853,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,Hilltop NAFI,March,2022,25091,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,Hilltop NAFI,April,2022,24327,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,Hilltop NAFI,May,2022,16193,daegu,daegu,,35.85181,128.60117
Army,Reimbursement,Korea,Daegu,Hilltop NAFI,June,2022,18403,daegu,daegu,,35.85181,128.60117
